,text,entities,relations,Comments,id,label,start_offset,end_offset
382,Cortex XDR also includes multiple detections for post-exploitation activities.,"[{'id': 44735, 'label': 'SOFTWARE', 'start_offset': 0, 'end_offset': 10}, {'id': 44736, 'label': 'attack-pattern', 'start_offset': 49, 'end_offset': 77}]",[],[],44735.0,SOFTWARE,0.0,10.0
383, Below are details of what was seen in the attempt.,[],[],[],0.0,safe,0.0,0.0
384,"  In this case, the process tomcat.exe spawned multiple reconnaissance commands such as: whoami, systeminfo, arp, ipconfig, etc.  On top of that, a Base64-encoded PowerShell command was executed and retrieved a ransomware binary.","[{'id': 46091, 'label': 'tools', 'start_offset': 97, 'end_offset': 107}, {'id': 46092, 'label': 'tools', 'start_offset': 109, 'end_offset': 113}, {'id': 46094, 'label': 'attack-pattern', 'start_offset': 148, 'end_offset': 181}, {'id': 46089, 'label': 'FILEPATH', 'start_offset': 28, 'end_offset': 38}, {'id': 46090, 'label': 'tools', 'start_offset': 89, 'end_offset': 95}, {'id': 46093, 'label': 'tools', 'start_offset': 114, 'end_offset': 122}]",[],[],46091.0,tools,97.0,107.0
385," In order to confirm the assumption that the above activity is related to CVE-2022-26134, we looked into the Confluence Apache access logs (atlassian-confluence.log) and found the PowerShell execution.  The Cortex Managed Threat Hunting team continues to track any attempts to exploit CVE-2022-26134 across our customers, using Cortex XDR and the XQL queries below.","[{'id': 44737, 'label': 'vulnerability', 'start_offset': 74, 'end_offset': 88}, {'id': 44738, 'label': 'vulnerability', 'start_offset': 285, 'end_offset': 299}, {'id': 44739, 'label': 'SOFTWARE', 'start_offset': 207, 'end_offset': 214}, {'id': 44740, 'label': 'SOFTWARE', 'start_offset': 328, 'end_offset': 338}, {'id': 44741, 'label': 'SOFTWARE', 'start_offset': 109, 'end_offset': 119}, {'id': 44742, 'label': 'SOFTWARE', 'start_offset': 120, 'end_offset': 126}, {'id': 44743, 'label': 'tools', 'start_offset': 180, 'end_offset': 190}, {'id': 44744, 'label': 'FILEPATH', 'start_offset': 140, 'end_offset': 164}, {'id': 44745, 'label': 'tools', 'start_offset': 347, 'end_offset': 350}]",[],[],44737.0,vulnerability,74.0,88.0
386," Palo Alto Networks provides protection against the exploitation of this vulnerability in the following ways:  Additionally, Xpanse has the ability to identify and detect Atlassian Confluence Servers that may be a part of your attack surface or the attack surface of third-party partners connected to your organization.","[{'id': 46095, 'label': 'identity', 'start_offset': 1, 'end_offset': 19}, {'id': 46096, 'label': 'SOFTWARE', 'start_offset': 125, 'end_offset': 131}, {'id': 46097, 'label': 'SOFTWARE', 'start_offset': 171, 'end_offset': 199}]",[],[],46095.0,identity,1.0,19.0
387,Xpanse is even able to classify those servers which have not been upgraded to the most recent version.,"[{'id': 46098, 'label': 'SOFTWARE', 'start_offset': 0, 'end_offset': 6}]",[],[],46098.0,SOFTWARE,0.0,6.0
388,These abilities will be updated to detect additional instances or versions that are insecure against this CVE.,[],[],[],0.0,safe,0.0,0.0
389, Existing Xpanse customers can log into Expander and identify their enumerated Atlassian Confluence devices by filtering by “Atlassian Confluence Server” in the Services tab.,"[{'id': 46099, 'label': 'SOFTWARE', 'start_offset': 10, 'end_offset': 16}, {'id': 46101, 'label': 'SOFTWARE', 'start_offset': 125, 'end_offset': 152}, {'id': 46100, 'label': 'SOFTWARE', 'start_offset': 79, 'end_offset': 99}]",[],[],46099.0,SOFTWARE,10.0,16.0
390," As further information emerges or additional detections and protections are put into place, Palo Alto Networks will update this publication accordingly.","[{'id': 46102, 'label': 'identity', 'start_offset': 93, 'end_offset': 111}]",[],[],46102.0,identity,93.0,111.0
391," During the hunting process, we encountered exploitation attempts that originated from the following IP addresses: Updated June 13, 2022, at 5:30 a.m. PT.","[{'id': 44746, 'label': 'TIME', 'start_offset': 123, 'end_offset': 153}]",[],[],44746.0,TIME,123.0,153.0
395,Overview  ,[],[],[],0.0,safe,0.0,0.0
396,"As shoppers and retailers gear up for the 2017 holiday season, they need to be aware of a new kind of cybersecurity threat they may face this year: unauthorized coin mining.","[{'id': 46104, 'label': 'attack-pattern', 'start_offset': 148, 'end_offset': 172}, {'id': 46103, 'label': 'TIME', 'start_offset': 42, 'end_offset': 61}]",[],[],46104.0,attack-pattern,148.0,172.0
397, Unauthorized coin mining is a new threat that can affect retailers and shoppers in a way that could impact or even halt their online shopping experience.,"[{'id': 44747, 'label': 'attack-pattern', 'start_offset': 1, 'end_offset': 25}]",[],[],44747.0,attack-pattern,1.0,25.0
398,A recent Unit 42 threat intelligence posting on the topic showed how 63 percent of the unauthorized coin mining sites we found came online in October 2017.,"[{'id': 46105, 'label': 'identity', 'start_offset': 9, 'end_offset': 16}, {'id': 46106, 'label': 'TIME', 'start_offset': 142, 'end_offset': 154}]",[],[],46105.0,identity,9.0,16.0
399," This surge in unauthorized coin mining is driven, in large part, by the recent skyrocketing in the value of digital currencies like bitcoin.","[{'id': 46107, 'label': 'SOFTWARE', 'start_offset': 133, 'end_offset': 140}, {'id': 46108, 'label': 'attack-pattern', 'start_offset': 15, 'end_offset': 39}]",[],[],46107.0,SOFTWARE,133.0,140.0
400,"As that trend shows no sign of slowing down anytime soon, we can expect this to remain a very lucrative avenue for attackers.",[],[],[],0.0,safe,0.0,0.0
401," Unlike other cybersecurity threats we’re used to bracing for around the holiday season, unauthorized coin mining attacks can affect shoppers who are up-to-date with security patches and even some running some security protections.","[{'id': 46110, 'label': 'attack-pattern', 'start_offset': 89, 'end_offset': 121}]",[],[],46110.0,attack-pattern,89.0,121.0
402,"And unlike spam or phishing, these attacks also don’t require any lapse in vigilance by the user: they can happen simply by going to websites users know and trust.","[{'id': 46111, 'label': 'attack-pattern', 'start_offset': 11, 'end_offset': 15}, {'id': 46112, 'label': 'attack-pattern', 'start_offset': 19, 'end_offset': 27}]",[],[],46111.0,attack-pattern,11.0,15.0
403, The good news for retailers is that these attacks are wholly preventable.,[],[],[],0.0,safe,0.0,0.0
404,"And for shoppers, the impact of a successful attack is minimal: there are no lasting effects or impact, making it an annoyance at worst.  But because of the potential impact on holiday shopping and the ease of attacks, unauthorized coin mining is an attack that retailers need to be aware of and take active steps for prevention this holiday season.","[{'id': 46113, 'label': 'attack-pattern', 'start_offset': 219, 'end_offset': 243}]",[],[],46113.0,attack-pattern,219.0,243.0
405, What Is Unauthorized Coin Mining?,"[{'id': 46114, 'label': 'attack-pattern', 'start_offset': 9, 'end_offset': 33}]",[],[],46114.0,attack-pattern,9.0,33.0
406, The best way to understand the threat of unauthorized coin mining is to first understand its impact.,"[{'id': 46115, 'label': 'attack-pattern', 'start_offset': 42, 'end_offset': 66}]",[],[],46115.0,attack-pattern,42.0,66.0
407,"Unauthorized coin mining is an attack that can cause a user’s system to suddenly and unexpectedly slow down, sometimes significantly, when visiting a website.","[{'id': 46116, 'label': 'attack-pattern', 'start_offset': 0, 'end_offset': 24}]",[],[],46116.0,attack-pattern,0.0,24.0
408,"In a worst case, the slow-down can be so severe that it can make a website basically unusable.",[],[],[],0.0,safe,0.0,0.0
409," Obviously, this impact is potentially dire for shoppers and retailers as it directly impacts and harms the online shopping experience.",[],[],[],0.0,safe,0.0,0.0
410,What causes this impact is when the website the user visits is running “coin miner” code.,"[{'id': 46117, 'label': 'malware', 'start_offset': 72, 'end_offset': 82}]",[],[],46117.0,malware,72.0,82.0
411, “Coin miner” code is code used to “mine” for digital currency like bitcoin.,"[{'id': 46118, 'label': 'malware', 'start_offset': 2, 'end_offset': 12}, {'id': 46119, 'label': 'SOFTWARE', 'start_offset': 68, 'end_offset': 75}]",[],[],46118.0,malware,2.0,12.0
412,Mining provides the computing necessary to power the digital currency’s infrastructure.,[],[],[],0.0,safe,0.0,0.0
413,"Mining is also a computationally intensive process, meaning it takes a lot of system resources.",[],[],[],0.0,safe,0.0,0.0
414,"Because of this, people can earn digital currency credit in exchange for the use of their computing resources to power that digital currency’s infrastructure.",[],[],[],0.0,safe,0.0,0.0
415, There are many kinds of coin mining software.,[],[],[],0.0,safe,0.0,0.0
416,"In this case, we are concerned about coin mining code that’s used on websites.",[],[],[],0.0,safe,0.0,0.0
417,"When the user visits the website, the code runs on their system and “mines” on behalf of others – either the website or someone else.",[],[],[],0.0,safe,0.0,0.0
418," When this is done with the visitor’s full knowledge and consent, it’s a fair and reasonable exchange.",[],[],[],0.0,safe,0.0,0.0
419,"For instance, there are some websites that now use coin mining as an alternative to digital advertising to generate revenue.",[],[],[],0.0,safe,0.0,0.0
420,"In these cases, the coin mining is authorized; the website informs the user that, while on the site, his or her computing resources will be used to “mine” digital currency, and the site will receive the credits.",[],[],[],0.0,safe,0.0,0.0
421,"While the user will experience a slow-down as the coin mining software is run, it is (or should be) expected, because of the notification, and so done with the site visitor’s consent.",[],[],[],0.0,safe,0.0,0.0
422, Where this becomes a problem is when coin mining is done without the user’s knowledge and consent.,[],[],[],0.0,safe,0.0,0.0
423,"In this case the coin mining is unauthorized: in essence, it’s an attack against the user’s resources.",[],[],[],0.0,safe,0.0,0.0
424, How Do Unauthorized Coin Mining Attacks Happen?,"[{'id': 44748, 'label': 'attack-pattern', 'start_offset': 8, 'end_offset': 32}]",[],[],44748.0,attack-pattern,8.0,32.0
425, Unauthorized coin mining attacks happen very simply: the website the user is visiting has special code on it that performs coin mining operations on the visitor’s computer while they’re on the website.,"[{'id': 46120, 'label': 'attack-pattern', 'start_offset': 1, 'end_offset': 33}]",[],[],46120.0,attack-pattern,1.0,33.0
426,"And, as noted before, this happens without the user’s knowledge or consent.",[],[],[],0.0,safe,0.0,0.0
427," Because these attacks happen due to code on the website, that code is either there with the site owner’s knowledge and permission or not.",[],[],[],0.0,safe,0.0,0.0
428," When unauthorized coin mining happens with the site owner’s knowledge and permission, it’s basically a malicious site.","[{'id': 46121, 'label': 'attack-pattern', 'start_offset': 6, 'end_offset': 30}]",[],[],46121.0,attack-pattern,6.0,30.0
429,That site’s owner is the attacker.,[],[],[],0.0,safe,0.0,0.0
430,"When we’re talking about online shopping, clearly there’s no threat here to the retailer: they’re the ones doing the attacking.",[],[],[],0.0,safe,0.0,0.0
431,"And for the shopper, it means you’re on an untrustworthy site and so open to all manner of risks beyond just unauthorized coin mining.","[{'id': 46122, 'label': 'attack-pattern', 'start_offset': 109, 'end_offset': 133}]",[],[],46122.0,attack-pattern,109.0,133.0
432," The real, significant situation shoppers and retailers need to think about this season is when unauthorized coin mining code is on a site without that site owner’s knowledge and permission.","[{'id': 46123, 'label': 'attack-pattern', 'start_offset': 96, 'end_offset': 120}]",[],[],46123.0,attack-pattern,96.0,120.0
433,"Here the site itself has been attacked, and the site owners are also victims.",[],[],[],0.0,safe,0.0,0.0
434,This is an attack against not just shoppers but the retailers operating online shopping sites.,[],[],[],0.0,safe,0.0,0.0
435," How You Can Prevent Unauthorized Coin Mining Attacks  If you’re a shopper, there are three things you can do to protect yourself against unauthorized coin mining attacks this holiday season:  If you’re a retailer, preventing unauthorized coin mining attacks comes down to focusing on two tasks, both of which you should be doing anyway:  Finally, if you’re a legitimate website that has chosen to implement coin mining to raise funds from your visitors, you can ensure that your visitors don’t think you’re engaged in unauthorized coin mining by doing three things:  Conclusion  Working to prevent cybercrime threats during the holiday season has become a standard part of what shoppers and retailers do every year.",[],[],[],0.0,safe,0.0,0.0
436,"This year, for the first time in many years, shoppers and retailers are facing a new threat, unauthorized coin mining, driven by the surge in digital currency prices.",[],[],[],0.0,safe,0.0,0.0
437," While this threat can have a clear, negative impact on retailers and shoppers, the good news is that this threat is easily preventable and poses no lasting harm to consumers.",[],[],[],0.0,safe,0.0,0.0
438," This is a case where forewarned is forearmed, and that forearming can result in effective prevention.  Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!",[],[],[],0.0,safe,0.0,0.0
440,This post is also available in:      日本語 (Japanese)  Intro  ,[],[],[],0.0,safe,0.0,0.0
441,One of the most important “innovations” in malware in the past decade is what’s called a Domain Generation Algorithm (“DGA”)”.,[],[],[],0.0,safe,0.0,0.0
442,DGA is an automation technique that attackers use to make it harder for defenders to protect against attacks.,[],[],[],0.0,safe,0.0,0.0
443,"While DGA has been in use for over 10 years now, it’s still a potent technique that has been a particular challenge for defenders to counter.",[],[],[],0.0,safe,0.0,0.0
444,"Fortunately, there are emerging technologies now that can better counter DGAs.",[],[],[],0.0,safe,0.0,0.0
445, What is it?,[],[],[],0.0,safe,0.0,0.0
446, A Domain Generation Algorithm is a program that is designed to generate domain names in a particular fashion.,[],[],[],0.0,safe,0.0,0.0
447,Attackers developed DGAs so that malware can quickly generate a list of domains that it can use for the sites that give it instructions and receive information from the malware (usually referred to as “command and control” or C2).,[],[],[],0.0,safe,0.0,0.0
448, Attackers use DGA so that they can quickly switch the domains that they’re using for the malware attacks.,[],[],[],0.0,safe,0.0,0.0
449,Attackers do this because security software and vendors act quickly to block and take down malicious domains that malware uses.,[],[],[],0.0,safe,0.0,0.0
450,Attackers developed DGA specifically to counter these actions.,[],[],[],0.0,safe,0.0,0.0
451," In the past, attackers would maintain a static list of malicious domains; defenders could easily take that list and start blocking and taking down those sites.",[],[],[],0.0,safe,0.0,0.0
452,"By using an algorithm to build the list of domains, the attackers also make it harder for defenders to know or predict what domains will be used than if they had a simple list of domains.",[],[],[],0.0,safe,0.0,0.0
453,"To get that list of domains that the malware will use, defenders have to decode the algorithm which can be difficult.",[],[],[],0.0,safe,0.0,0.0
454," Even then, taking down sites that malware using a DGA can be a challenge as defenders have to go through the process of working with ISPs to take down these malicious domains one by one.","[{'id': 46124, 'label': 'identity', 'start_offset': 134, 'end_offset': 137}]",[],[],46124.0,identity,134.0,137.0
455,Many DGAs are built to use hundreds or even thousands of domains.,[],[],[],0.0,safe,0.0,0.0
456,And these domains are often up for only limited periods of time.,[],[],[],0.0,safe,0.0,0.0
457,In this environment blocking and taking down DGA-related domains quickly becomes a game of “whack a mole” that is sometimes futile.,[],[],[],0.0,safe,0.0,0.0
458," Why should I care, what can it do to me?",[],[],[],0.0,safe,0.0,0.0
459, DGA by itself can’t harm you.,[],[],[],0.0,safe,0.0,0.0
460,But it is an important piece that enables modern malware to try and evade security products and countermeasures.,[],[],[],0.0,safe,0.0,0.0
461,The importance and usefulness of DGA is best shown by the fact that it’s been in regular and constant use since at least 2008.,"[{'id': 46125, 'label': 'TIME', 'start_offset': 121, 'end_offset': 125}]",[],[],46125.0,TIME,121.0,125.0
462,DGA was a key component in the Conficker attacks in 2008 and 2009 and part of its success.,"[{'id': 46126, 'label': 'malware', 'start_offset': 31, 'end_offset': 40}, {'id': 46127, 'label': 'TIME', 'start_offset': 52, 'end_offset': 56}, {'id': 46128, 'label': 'TIME', 'start_offset': 61, 'end_offset': 65}]",[],[],46126.0,malware,31.0,40.0
463, What can I do about it?,[],[],[],0.0,safe,0.0,0.0
464," Because DGA is a technique the fuels malware attacks, the things you can do to help prevent malware can also help prevent DGA-fueled malware attacks:  In addition, new technologies are being developed that can more directly counter DGA-fueled attacks, particularly for organizations.",[],[],[],0.0,safe,0.0,0.0
465,"In particular, security vendors are bringing automation to bear to counter the attackers’ automation.",[],[],[],0.0,safe,0.0,0.0
466,"New anti-DGA technologies that leverage machine learning and big data are capable of countering DGA’s automation with automated prediction of their own that can anticipate, block, assist with malicious site takedowns or even, in some cases, prevent those malicious sites from being used in the first place.",[],[],[],0.0,safe,0.0,0.0
467, You can also learn more about these new technologies and look at deploying them as an additional layer of protection.  ,[],[],[],0.0,safe,0.0,0.0
468,About: Threat Briefs are meant to help busy people understand real-world threats and how they can prevent them in their lives.,[],[],[],0.0,safe,0.0,0.0
469," They’re put together by Palo Alto Networks Unit 42 threat research team and are meant for you to read and share with your family, friends, and coworkers so you can all be safer and get on with the business of your digital life.  Got a topic you want us to write about for you, your friends, or your family?","[{'id': 45787, 'label': 'identity', 'start_offset': 25, 'end_offset': 43}, {'id': 45789, 'label': 'identity', 'start_offset': 44, 'end_offset': 51}, {'id': 45790, 'label': 'identity', 'start_offset': 25, 'end_offset': 72}]",[],[],45787.0,identity,25.0,43.0
470,Email us at u42comms@paloaltonetworks.com.,"[{'id': 1630, 'label': 'EMAIL', 'start_offset': 12, 'end_offset': 41}]",[],[],1630.0,EMAIL,12.0,41.0
474,Unit 42 released details about a vulnerability that affects Android devices running operating systems older than 8.0 Oreo.,"[{'id': 1635, 'label': 'identity', 'start_offset': 0, 'end_offset': 7}, {'id': 46129, 'label': 'SOFTWARE', 'start_offset': 60, 'end_offset': 67}, {'id': 46130, 'label': 'SOFTWARE', 'start_offset': 113, 'end_offset': 121}]",[],[],1635.0,identity,0.0,7.0
475,The vulnerability leaves Android users at risk of falling victim to an Android Toast Overlay attack.,"[{'id': 44751, 'label': 'SOFTWARE', 'start_offset': 25, 'end_offset': 32}, {'id': 44753, 'label': 'attack-pattern', 'start_offset': 71, 'end_offset': 99}]","[{'id': 155, 'from_id': 44753, 'to_id': 44751, 'type': 'targets'}]",[],44751.0,SOFTWARE,25.0,32.0
476,"Patches are available that fix this vulnerability, so Android users should get the latest updates as soon as possible.","[{'id': 46131, 'label': 'SOFTWARE', 'start_offset': 54, 'end_offset': 61}]",[],[],46131.0,SOFTWARE,54.0,61.0
477, How it Works  ,[],[],[],0.0,safe,0.0,0.0
478,"The vulnerability affects the Toast feature on Android devices, an Android feature that allows display messages and notifications of other applications to “pop up,” and allows an attacker to employ an overlay attack.","[{'id': 45791, 'label': 'SOFTWARE', 'start_offset': 47, 'end_offset': 54}, {'id': 45792, 'label': 'SOFTWARE', 'start_offset': 67, 'end_offset': 74}]",[],[],45791.0,SOFTWARE,47.0,54.0
479, An overlay attack happens when an attacker places a window over a legitimate application on the device.,[],[],[],0.0,safe,0.0,0.0
480,"Users will interact with the window, thinking they are performing their intended function, but they are actually engaging with the attackers overlay window and executing the attacker’s desired function.",[],[],[],0.0,safe,0.0,0.0
481,You can see an example of how this would work in Figure 1.,[],[],[],0.0,safe,0.0,0.0
482," Figure 1: Bogus patch installer overlying malware requesting administrative permissions  This interaction can install malware or malicious software on the device, grant malware full administrative privileges or lock the user out and render the device unusable.  In the past successful overlay attacks were typically dependent on two conditions:  However, with this particular vulnerability, these conditions are no longer required for a successful attack.",[],[],[],0.0,safe,0.0,0.0
483,This means that attackers can use this vulnerability in apps users get from places other than Google Play.,"[{'id': 46132, 'label': 'SOFTWARE', 'start_offset': 94, 'end_offset': 105}]",[],[],46132.0,SOFTWARE,94.0,105.0
484,"And when they install these malicious apps, they don’t have to ask for the “draw on top” permission.",[],[],[],0.0,safe,0.0,0.0
485, How to Defend Against It  Keeping devices updated is a general security best practice.,[],[],[],0.0,safe,0.0,0.0
486,The Android Toast Overlay attack specifically targets outdated devices using versions prior to 8.0.,"[{'id': 46133, 'label': 'attack-pattern', 'start_offset': 4, 'end_offset': 32}]",[],[],46133.0,attack-pattern,4.0,32.0
487,"In order to defend against the Android Toast Overlay attack, update all Android devices to the latest version.","[{'id': 44756, 'label': 'attack-pattern', 'start_offset': 31, 'end_offset': 59}, {'id': 44757, 'label': 'SOFTWARE', 'start_offset': 31, 'end_offset': 38}, {'id': 44758, 'label': 'SOFTWARE', 'start_offset': 72, 'end_offset': 79}]",[],[],44756.0,attack-pattern,31.0,59.0
488,"Additionally, avoid downloading malicious applications by only downloading from the Google Play store is another best practice you should always follow.","[{'id': 46134, 'label': 'SOFTWARE', 'start_offset': 84, 'end_offset': 101}]",[],[],46134.0,SOFTWARE,84.0,101.0
490," Please mark, I'm not a robot!  ",[],[],[],0.0,safe,0.0,0.0
491,"By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.",[],[],[],0.0,safe,0.0,0.0
492,This post is also available in:      日本語 (Japanese)  Ransomware is one of the top threats in cybersecurity and a focus area for Palo Alto Networks.,"[{'id': 46135, 'label': 'identity', 'start_offset': 128, 'end_offset': 146}]",[],[],46135.0,identity,128.0,146.0
493,"In the current threat landscape, ransom payments are rising and organizations are seeking to protect themselves from threat actors.",[],[],[],0.0,safe,0.0,0.0
494,"In the 2021 Unit 42 Ransomware Threat Report, we detailed the observations and the trend of top ransomware families from January 2020-January 2021.","[{'id': 1681, 'label': 'identity', 'start_offset': 12, 'end_offset': 19}, {'id': 46138, 'label': 'TIME', 'start_offset': 134, 'end_offset': 146}, {'id': 46136, 'label': 'TIME', 'start_offset': 7, 'end_offset': 11}, {'id': 46137, 'label': 'TIME', 'start_offset': 121, 'end_offset': 133}]",[],[],1681.0,identity,12.0,19.0
495,"This post supplements that information based on observations from the first three months of 2021, and will discuss the propagation of different ransomware families we observed in the wild and the different types of extortion used.","[{'id': 46139, 'label': 'TIME', 'start_offset': 92, 'end_offset': 96}]",[],[],46139.0,TIME,92.0,96.0
496,We hope the information will help readers get a clear picture of current directions in ransomware trends.,[],[],[],0.0,safe,0.0,0.0
497,"In the first quarter (Q1) of 2021, Unit 42 detected 113 different ransomware families in the wild.","[{'id': 46140, 'label': 'TIME', 'start_offset': 21, 'end_offset': 33}, {'id': 46141, 'label': 'identity', 'start_offset': 35, 'end_offset': 42}]",[],[],46140.0,TIME,21.0,33.0
498,"Based on the statistical data, the top 15 ransomware families only cover 52.3% of total ransomware cases.",[],[],[],0.0,safe,0.0,0.0
499,This demonstrates the diversity of ransomware and emphasizes how difficult it is to expand ransomware detection coverage with static profiling.,[],[],[],0.0,safe,0.0,0.0
500,Figure 1 shows the proportion of ransomware sample numbers for different families that Unit 42 detected in the wild.,"[{'id': 46142, 'label': 'identity', 'start_offset': 87, 'end_offset': 94}]",[],[],46142.0,identity,87.0,94.0
501,"Among all, 6.7% of the ransomware samples are Virlock, which has been active since 2014.","[{'id': 46143, 'label': 'malware', 'start_offset': 46, 'end_offset': 53}, {'id': 46144, 'label': 'TIME', 'start_offset': 83, 'end_offset': 87}]",[],[],46143.0,malware,46.0,53.0
502,Virlock has the largest number of variants due to its file-infector-like behavior.,"[{'id': 46145, 'label': 'attack-pattern', 'start_offset': 54, 'end_offset': 81}, {'id': 44760, 'label': 'malware', 'start_offset': 0, 'end_offset': 7}]","[{'id': 159, 'from_id': 44760, 'to_id': 46145, 'type': 'uses'}]",[],46145.0,attack-pattern,54.0,81.0
503, Higher malware variant numbers don't necessarily imply a higher prevalence.,[],[],[],0.0,safe,0.0,0.0
504,"Some ransomware families don’t deliver different variants every time, but the infection ratio per sample is high, meaning attackers delivered the same malware to huge numbers of victims.",[],[],[],0.0,safe,0.0,0.0
505,Figure 2 shows a completely different result from Figure 1 and stems from only counting ransomware samples from cases in which more than five hosts were infected with the same malware.,[],[],[],0.0,safe,0.0,0.0
506,"From this lens, the top three families observed are Ryuk (31.7%), Sodinokibi (20%) and Maze (15%).  Emails are still the most efficient method to deliver and propagate ransomware.","[{'id': 46146, 'label': 'malware', 'start_offset': 52, 'end_offset': 56}, {'id': 46147, 'label': 'malware', 'start_offset': 66, 'end_offset': 76}, {'id': 46148, 'label': 'malware', 'start_offset': 87, 'end_offset': 91}]",[],[],46146.0,malware,52.0,56.0
507,Figure 3 shows ransomware arrives via different application protocols.,[],[],[],0.0,safe,0.0,0.0
508,The majority of ransomware is delivered by email.,"[{'id': 44761, 'label': 'attack-pattern', 'start_offset': 16, 'end_offset': 48}]",[],[],44761.0,attack-pattern,16.0,48.0
509,Web browsing is the second most common entry vector for ransomware infections.,[],[],[],0.0,safe,0.0,0.0
510,The process of delivering malware by a URL can include various techniques.,[],[],[],0.0,safe,0.0,0.0
511,"For example, the URL links can be posted on forums or chat group software, sent by IM applications, offered via fake freeware for download or attached in emails.","[{'id': 45793, 'label': 'attack-pattern', 'start_offset': 112, 'end_offset': 125}, {'id': 46149, 'label': 'attack-pattern', 'start_offset': 142, 'end_offset': 160}]",[],[],45793.0,attack-pattern,112.0,125.0
512,Web hosting ransomware can also be downloaded and successfully installed through a multi-layered infection chain among different file types.,"[{'id': 46150, 'label': 'attack-pattern', 'start_offset': 0, 'end_offset': 22}]",[],[],46150.0,attack-pattern,0.0,22.0
513,"For example, AlumniLocker is first delivered as a phishing PDF.","[{'id': 46151, 'label': 'malware', 'start_offset': 13, 'end_offset': 25}, {'id': 46152, 'label': 'attack-pattern', 'start_offset': 50, 'end_offset': 62}]",[],[],46151.0,malware,13.0,25.0
514,It leads to downloading a ZIP archive that contains an LNK downloader.,"[{'id': 44763, 'label': 'SOFTWARE', 'start_offset': 26, 'end_offset': 29}, {'id': 44764, 'label': 'attack-pattern', 'start_offset': 55, 'end_offset': 69}]",[],[],44763.0,SOFTWARE,26.0,29.0
515,This downloads and executes an obfuscated PowerShell script to finally install the ransomware.,"[{'id': 46153, 'label': 'attack-pattern', 'start_offset': 42, 'end_offset': 59}]",[],[],46153.0,attack-pattern,42.0,59.0
516, Figure 4 breaks down which file types we saw in the course of ransomware detection and their prevalence.,[],[],[],0.0,safe,0.0,0.0
517,32-bit EXE is the most common ransomware file type we observed.,[],[],[],0.0,safe,0.0,0.0
518,"Other file types are often used as the first stage of infection or downloaders, such as archives, documents and scripts.",[],[],[],0.0,safe,0.0,0.0
519,Most ransomware is delivered via email with an attached archive; the ransomware is compressed in the archived files with or without password protection.,[],[],[],0.0,safe,0.0,0.0
520,"“Resume” or “portfolio document” are examples of archive file names, and the archive contains one or more pieces of malware with fake document file icons.",[],[],[],0.0,safe,0.0,0.0
521,"One example here is Makop, contained in a 7z archive along with an infostealer malware (SHA256: DE6DFA018773E07C218EF1DF62CE0D99A708841BF1DDFB4C6AD7E323D5D666A4).","[{'id': 1760, 'label': 'malware', 'start_offset': 67, 'end_offset': 78}, {'id': 1761, 'label': 'SHA2', 'start_offset': 96, 'end_offset': 160}, {'id': 46154, 'label': 'tools', 'start_offset': 42, 'end_offset': 44}]","[{'id': 156, 'from_id': 1761, 'to_id': 1760, 'type': 'related-to'}]",[],1760.0,malware,67.0,78.0
522,A script file is also used to download or install ransomware.,[],[],[],0.0,safe,0.0,0.0
523,"For example, GandCrab uses JScript as a downloader, leveraging Windows Background Intelligent Transfer Service (BITS) to download the payload in the background (Figure 5).","[{'id': 44765, 'label': 'malware', 'start_offset': 13, 'end_offset': 21}, {'id': 44766, 'label': 'tools', 'start_offset': 63, 'end_offset': 117}]","[{'id': 20, 'from_id': 44765, 'to_id': 44766, 'type': 'uses'}]",[],44765.0,malware,13.0,21.0
524,We also observed that Mailto (AKA NetWalker) tends to deliver ransomware in a highly obfuscated PowerShell script.,"[{'id': 1765, 'label': 'malware', 'start_offset': 22, 'end_offset': 28}, {'id': 1766, 'label': 'malware', 'start_offset': 34, 'end_offset': 43}, {'id': 46155, 'label': 'attack-pattern', 'start_offset': 78, 'end_offset': 113}]","[{'id': 162, 'from_id': 1766, 'to_id': 1765, 'type': 'duplicate-of'}, {'id': 160, 'from_id': 46155, 'to_id': 1766, 'type': 'delivers'}, {'id': 161, 'from_id': 46155, 'to_id': 1765, 'type': 'delivers'}]",[],1765.0,malware,22.0,28.0
525,Exploit documents are seldom seen for delivering ransomware.,[],[],[],0.0,safe,0.0,0.0
526,One example is an exploit RTF that led to downloading and installing Makop ransomware remotely.,"[{'id': 44767, 'label': 'attack-pattern', 'start_offset': 18, 'end_offset': 29}, {'id': 44768, 'label': 'malware', 'start_offset': 69, 'end_offset': 85}]","[{'id': 21, 'from_id': 44767, 'to_id': 44768, 'type': 'delivers'}]",[],44767.0,attack-pattern,18.0,29.0
527," Besides encrypting files on infected hosts, the main feature of ransomware is, of course, the demand for ransom.",[],[],[],0.0,safe,0.0,0.0
528,"Since ransomware threat actors have had years to evolve their techniques, there are now several different ways for attackers to receive payments and provide the ""service"" they claim to offer.",[],[],[],0.0,safe,0.0,0.0
529,"Usually, after the ransomware successfully installs, it pops up a message box or leaves text files to explain how to pay the ransom – the ransom note.",[],[],[],0.0,safe,0.0,0.0
530,Some ransomware locks the victim's screen and only displays the ransom note.,[],[],[],0.0,safe,0.0,0.0
